path	line	class	function	site	triage
ama_cryptography/key_management.py	1937	except-return-False	delete_key	except self.pkcs11.PyKCS11Error	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/key_management.py	1953	except-log-only	close	except Exception	operational: housekeeping/monitoring/legacy path; see per-site notes
ama_cryptography/key_management.py	1960	except-log-only	close	except Exception	operational: housekeeping/monitoring/legacy path; see per-site notes
ama_cryptography/legacy_compat.py	102	env-read	_env_flag_enabled	os.environ.get(name, '')	documented-knob: named, validated (booleans reject unknown values; numeric override bounded), ignored in secure-execution mode where it selects code (AMA_CRYPTO_LIB_PATH)
ama_cryptography/legacy_compat.py	625	warning-in-security-fn	verify_rfc3161_timestamp	_logger.warning('RFC 3161 token did not verify', exc_info=True)	fail-closed: the token is reported as not verified (False) and logged
ama_cryptography/legacy_compat.py	767	except-log-only	generate_key_management_system	except QuantumSignatureUnavailableError	legacy-consistent: creation degrades to Ed25519-only ONLY when the native library is absent (then no PQ operation exists); verify_crypto_package defaults require_quantum_signatures to DILITHIUM_AVAILABLE, so a capable verifier refuses the stripped package
ama_cryptography/legacy_compat.py	911	warning-in-security-fn	create_crypto_package	warnings.warn('legacy_compat.create_crypto_package is deprecated. Use ama_cryptography.crypto_api.create_crypto_package instead.', Deprecati	deprecation notice only
ama_cryptography/legacy_compat.py	976	except-log-only	create_crypto_package	except QuantumSignatureUnavailableError	legacy-consistent: as line 767; package.quantum_signatures_enabled records the omission and a capable verifier refuses it
ama_cryptography/legacy_compat.py	1163	warning-in-security-fn	_warn_legacy_rfc3161_key	warnings.warn(message, DeprecationWarning, stacklevel=stacklevel)	deprecation notice only
ama_cryptography/legacy_compat.py	1290	warning-in-security-fn	verify_crypto_package	warnings.warn('legacy_compat.verify_crypto_package is deprecated. Use ama_cryptography.crypto_api.verify_crypto_package instead.', Deprecati	deprecation notice only
ama_cryptography/monitoring.py	88	except-return-None	_coerce_expiry_to_unix	except ValueError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/monitoring.py	984	except-return-None	_load_persisted	except FileNotFoundError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/monitoring.py	3452	warning-in-security-fn	_initialize_integrity_baselines	logger.warning('Failed to initialize integrity baselines: %s', e)	operational: monitoring baseline initialisation; no cryptographic decision
ama_cryptography/monitoring.py	3472	except-log-only	_initialize_import_baselines	except ImportError	operational: housekeeping/monitoring/legacy path; see per-site notes
ama_cryptography/monitoring.py	3474	except-log-only	_initialize_import_baselines	except Exception	operational: housekeeping/monitoring/legacy path; see per-site notes
ama_cryptography/pqc_backends.py	136	env-read	<module>	os.getenv('AMA_REQUIRE_CONSTANT_TIME', '')	documented-knob: named, validated (booleans reject unknown values; numeric override bounded), ignored in secure-execution mode where it selects code (AMA_CRYPTO_LIB_PATH)
ama_cryptography/pqc_backends.py	332	env-read	_get_search_dirs	os.getenv(var, '')	documented-knob: named, validated (booleans reject unknown values; numeric override bounded), ignored in secure-execution mode where it selects code (AMA_CRYPTO_LIB_PATH)
ama_cryptography/pqc_backends.py	455	except-return-None	_expected_native_digest	except ArtefactSourceError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	474	except-return-None	_expected_native_digest	except ValueError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	584	env-read	_process_is_the_integrity_signer	os.environ.get('AMA_BUILD_PIPELINE')	documented-knob: named, validated (booleans reject unknown values; numeric override bounded), ignored in secure-execution mode where it selects code (AMA_CRYPTO_LIB_PATH)
ama_cryptography/pqc_backends.py	899	except-return-None	_auxv_at_secure	except OSError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	956	except-return-None	_libc_issetugid	except AttributeError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	962	except-return-None	_libc_issetugid	except OSError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	987	except-return-None	_libc_getauxval_at_secure	except AttributeError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	994	except-return-None	_libc_getauxval_at_secure	except OSError	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	1047	except-return-False	_in_secure_execution_mode	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1094	env-read	_find_native_library	os.getenv('AMA_CRYPTO_LIB_PATH')	documented-knob: AMA_CRYPTO_LIB_PATH is ignored in secure-execution mode and the loaded library is digest-verified regardless of where it was found
ama_cryptography/pqc_backends.py	1177	env-read	_find_native_library_path	os.getenv('AMA_CRYPTO_LIB_PATH')	documented-knob: as line 1094
ama_cryptography/pqc_backends.py	1501	except-return-False	_setup_native_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1543	except-return-False	_setup_ed25519_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1554	except-pass	_setup_ed25519_ctypes	except AttributeError	degrade-logged: batch verify is optional; single verify is still native (no Python fallback)
ama_cryptography/pqc_backends.py	1592	except-return-False	_setup_aes_gcm_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1621	except-return-False	_setup_hkdf_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1642	except-return-False	_setup_hkdf_sha2_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1666	except-return-False	_setup_sha3_256_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1693	except-return-False	_setup_sha256_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1716	except-return-False	_setup_sha3_ext_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1751	except-return-False	_setup_sha2_ext_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1771	except-return-False	_setup_pbkdf2_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1813	except-return-False	_setup_hmac_sha512_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1834	except-return-False	_setup_hmac_sha384_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1876	except-return-False	_setup_hmac_sha256_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1893	except-return-False	_setup_hmac_sha3_256_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	1941	except-return-False	_setup_secp256k1_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2111	except-return-False	_setup_ml_kem_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2195	except-return-False	_setup_ml_dsa_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2393	except-return-False	_setup_nistp_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2483	except-return-False	_setup_lms_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2525	except-return-False	_setup_x25519_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2575	except-return-False	_setup_argon2_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2610	except-return-False	_setup_chacha20poly1305_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2636	except-return-False	_setup_deterministic_keygen_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2694	except-return-False	_setup_frost_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2772	except-return-False	_setup_context_ctypes	except AttributeError	fail-closed: False is the deny/unavailable direction; operations on an unavailable backend raise (e.g. KyberUnavailableError), no Python fallback exists (independence proof F-04)
ama_cryptography/pqc_backends.py	2870	except-return-None	_native_abi_version	except Exception	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	3104	env-read	<module>	os.environ.get('AMA_REQUIRE_CONSTANT_TIME')	documented-knob: named, validated (booleans reject unknown values; numeric override bounded), ignored in secure-execution mode where it selects code (AMA_CRYPTO_LIB_PATH)
ama_cryptography/pqc_backends.py	3221	except-return-True	_declared_length_fits	except TypeError	documented: a raw pointer has no ctypes size to compare; the check runs wherever a size is knowable (docstring states the contract)
ama_cryptography/pqc_backends.py	5032	except-return-None	_probe_cython_hkdf	except (ImportError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	5515	except-return-None	_probe_cython_sha3	except (ImportError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	6114	except-return-None	_probe_cython_hmac	except (ImportError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/pqc_backends.py	6131	warning-in-security-fn	<module>	warnings.warn('HMAC-SHA3-256 native backend not available. Build native C library: cmake -B build -DAMA_USE_NATIVE_PQC=ON && cmake --build b	fail-closed: HMAC_SHA3_256_AVAILABLE=False and no Python fallback; the warning names the remedy
ama_cryptography/pqc_backends.py	8241	warning-in-security-fn	native_argon2id_legacy	warnings.warn('native_argon2id_legacy() reproduces the pre-shim blake2b_long bug for read-only migration verification ONLY. Use native_argon	documented: the function's name and warning declare it reproduces a legacy bug on purpose
ama_cryptography/rfc3161_timestamp.py	1236	warning-in-security-fn	get_timestamp	warnings.warn(f'No TSA URL specified, using public service: {tsa_url}. For production use, specify a reliable TSA server.', category=UserWar	documented-knob: public TSA default is warned about; capabilities (INVARIANT-37) state what is and is not verified
ama_cryptography/rfc3161_timestamp.py	1356	warning-in-security-fn	verify_timestamp_binding	_logger.warning('Refusing a MockTSA-format timestamp token outside a testing context: mock verification is not a production trust path.')	fail-closed: a MockTSA token is REFUSED outside a testing context; the warning is the refusal's log line
ama_cryptography/rfc3161_timestamp.py	1426	warning-in-security-fn	verify_timestamp	warnings.warn('rfc3161_timestamp.verify_timestamp is deprecated: the name claims TSA attestation that AMA does not perform. Use verify_times	deprecation notice only
ama_cryptography/secure_memory.py	104	except-return-None	_load_native_consttime	except (ImportError, OSError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/secure_memory.py	133	env-read	_env_flag_enabled	os.environ.get(name, '')	documented-knob: named, validated (booleans reject unknown values; numeric override bounded), ignored in secure-execution mode where it selects code (AMA_CRYPTO_LIB_PATH)
ama_cryptography/secure_memory.py	313	except-return-None	_try_native_ama_memzero	except (ImportError, OSError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/secure_memory.py	338	except-return-None	_try_libc_explicit_bzero	except (OSError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/secure_memory.py	363	except-return-None	_try_libc_memset_s	except (OSError, AttributeError)	fail-closed: None means 'could not determine'; every caller checked treats it as unavailable/unverified (anchored builds refuse, developer builds warn)
ama_cryptography/secure_memory.py	512	except-log-only	secure_mlock	except (ImportError, AttributeError)	operational: housekeeping/monitoring/legacy path; see per-site notes
ama_cryptography/secure_memory.py	596	except-log-only	secure_munlock	except (ImportError, AttributeError)	operational: housekeeping/monitoring/legacy path; see per-site notes
ama_cryptography/secure_memory.py	944	except-log-only	__exit__	except (SecureMemoryError, NotImplementedError, OSError)	degrade-logged: munlock failure after the wipe; the wipe already ran and its own failure re-raises
ama_cryptography/secure_memory.py	987	except-log-only	secure_buffer	except (SecureMemoryError, NotImplementedError, OSError)	degrade-logged: mlock unavailable -> buffer proceeds without page-lock, WARNING logged; zeroization still runs and verifies
ama_cryptography/secure_memory.py	1010	except-log-only	secure_buffer	except (SecureMemoryError, NotImplementedError, OSError)	degrade-logged: as line 944
ama_cryptography/secure_memory.py	1021	except-log-only	_detect_mlock_available	except (ImportError, AttributeError)	operational: housekeeping/monitoring/legacy path; see per-site notes
